0001;10;00;M;000270000000000;1345;;103338;1;55370
0001;10;00;M;000030000000000;1345;;201269;15;94444
0001;10;00;M;000030000000000;1345;;101641;14;0
0001;10;00;T;000270000000000;1345;1397;109374;1;22963
0001;10;00;M;000030000000000;1345;;108191;4;0
0001;10;00;M;000270000000000;1345;;100891;4;122500
0001;10;00;M;000270000000000;1345;;100896;3;105000
0001;10;00;T;000270000000000;1345;1397;109097;1;9074
0001;10;00;T;000270000000000;1345;1397;109439;1;21111
0001;10;00;M;000270000000000;1345;;100892;2;70000
0001;10;00;M;000030000000000;1345;;200004;4;36296
0001;10;00;M;000030000000000;1345;;201211;6;34630
0001;10;00;M;000270000000000;1345;;102170;4;17778
0001;10;00;M;000270000000000;1345;;103350;1;55370
0001;10;00;M;000030000000000;1345;;102748;1;15556
0001;10;00;M;000030000000000;1345;;102747;6;32500
0001;10;00;M;000270000000000;1345;;102132;1;3241
0001;10;00;M;000270000000000;1345;;102256;1;2593
0001;10;00;M;000030000000000;1345;;201146;10;47222
0001;10;00;M;000030000000000;1345;;200002;1;4537
0001;10;00;M;000270000000000;1345;;105054;2;21111
0001;10;00;T;000270000000000;1345;1330;105074;2;0
0001;10;00;T;000270000000000;1345;1330;103530;1;22130
0001;10;00;T;000270000000000;1345;1330;101573;1;0
0001;10;00;T;000270000000000;1345;1330;103172;1;12407
0001;10;00;T;000270000000000;1345;1330;101442;2;0
0001;10;00;T;000270000000000;1345;1330;102058;2;50741
0001;10;00;T;000270000000000;1345;1330;102283;1;1296
0001;10;00;T;000270000000000;1345;1330;102291;2;3519
0001;10;00;M;000030000000000;1345;;101410;1;0
0001;10;00;M;000030000000000;1345;;100596;1;2685
0001;10;00;M;000030000000000;1345;;100613;4;18056
0001;10;00;M;000030000000000;1345;;101216;1;3148
0001;10;00;T;000270000000000;1345;1397;109127;3;6667
0001;10;00;T;000270000000000;1345;1397;109130;1;2222
0001;10;00;T;000270000000000;1345;1397;109091;1;2222
0001;10;00;T;000270000000000;1345;1397;109093;1;5000
0001;10;00;M;000030000000000;1345;;100999;2;8056
0001;10;00;M;000030000000000;1345;;104554;3;11111
0001;10;00;T;000270000000000;1345;1330;103134;1;17037
0001;10;00;T;000270000000000;1345;1330;102150;1;1759
0001;10;00;M;000270000000000;1345;;102316;1;833
0002;10;00;M;000170000000000;1345;;107767;9;398333
0001;10;00;M;000270000000000;1345;;108668;4;80741
0001;10;00;M;000270000000000;1345;;103205;2;125556
0001;10;00;M;000270000000000;1345;;108818;2;5185
0002;10;00;M;000170000000000;1345;;101795;3;113333
0001;10;00;T;000270000000000;1345;1330;102361;2;31111
0002;10;00;M;000170000000000;1345;;102775;3;127222
0002;10;00;M;000170000000000;1345;;102848;1;41481
0001;10;00;M;000030000000000;1345;;100614;6;32222
0001;10;00;M;000030000000000;1345;;201958;3;18889
0001;10;00;M;000270000000000;1345;;103354;1;55370
0001;10;00;M;000270000000000;1345;;102903;2;77407
0001;10;00;M;000270000000000;1345;;102278;1;2593
0001;10;00;M;000270000000000;1345;;103347;3;166111
0002;10;00;M;000170000000000;1345;;201615;1;13704
0001;10;00;T;000270000000000;1345;1330;104004;1;17407
0002;10;00;M;000170000000000;1345;;201960;1;12778
0001;10;00;T;000270000000000;1345;1397;109145;1;27593
0002;10;00;T;000170000000000;1345;1330;108836;1;28519
0001;10;00;T;000270000000000;1345;1330;103104;1;30370
0001;10;00;T;000270000000000;1345;1330;101519;1;0
0002;10;00;M;000170000000000;1345;;102774;2;94074
0001;10;00;M;000270000000000;1345;;101954;1;19259
0001;10;00;M;000270000000000;1345;;102914;1;27593
0002;10;00;M;000170000000000;1345;;101998;1;21111
0002;10;00;M;000170000000000;1345;;108126;2;97778
0001;10;00;M;000270000000000;1345;;105324;1;32222
0001;10;00;M;000270000000000;1345;;109458;1;27593
0002;10;00;M;000170000000000;1345;;108106;1;47963
0002;10;00;T;000170000000000;1345;1330;101819;1;26667
0002;10;00;M;000170000000000;1345;;108118;1;36852
0001;10;00;M;000270000000000;1345;;102962;1;23889
0001;10;00;T;000270000000000;1345;1330;103763;1;15556
0001;10;00;T;000270000000000;1345;1330;104893;1;147963
0001;10;00;T;000270000000000;1345;1330;101552;1;0
0001;10;00;M;000030000000000;1345;;102102;1;10000
0002;10;00;M;000170000000000;1345;;102446;3;263333
0001;10;00;T;000270000000000;1345;1330;103471;1;35000
0002;10;00;T;000170000000000;1345;1330;107760;1;63704
0001;10;00;M;000270000000000;1345;;102377;0;0
0001;10;00;T;000270000000000;1345;1330;103552;1;35926
0001;10;00;M;000030000000000;1345;;200008;1;14630
0001;10;00;M;000030000000000;1345;;202133;1;9074
0001;10;00;M;000030000000000;1345;;102749;1;8148
0001;10;00;T;000270000000000;1345;1330;103434;1;34074
0001;10;00;M;000270000000000;1345;;105296;1;50741
0001;10;00;M;000270000000000;1345;;103340;1;31296
0007;10;00;;;1345;;;;281474
0005;10;00;;;1345;;;;257815
