0001;10;00;M;000270000000000;1318;;102685;1;19259
0001;10;00;M;000270000000000;1318;;101061;61;0
0001;10;00;M;000030000000000;1318;;201609;21;132222
0001;10;00;M;000270000000000;1318;;105647;7;439444
0001;10;00;M;000270000000000;1318;;104684;6;0
0001;10;00;M;000270000000000;1318;;102132;2;14444
0001;10;00;M;000270000000000;1318;;103759;3;30000
0001;10;00;M;000270000000000;1318;;109458;3;82778
0001;10;00;M;000030000000000;1318;;201269;9;56667
0001;10;00;M;000030000000000;1318;;108191;4;0
0001;10;00;M;000030000000000;1318;;201207;11;69259
0001;10;00;M;000270000000000;1318;;103955;2;79259
0001;10;00;M;000270000000000;1318;;105065;3;0
0001;10;00;M;000270000000000;1318;;102981;2;71852
0001;10;00;M;000030000000000;1318;;100614;23;123519
0001;10;00;M;000270000000000;1318;;102677;2;62593
0001;10;00;M;000030000000000;1318;;102635;30;244444
0001;10;00;M;000270000000000;1318;;103772;1;16481
0001;10;00;M;000270000000000;1318;;101244;4;117778
0001;10;00;M;000270000000000;1318;;104698;4;5926
0001;10;00;M;000270000000000;1318;;102671;2;71852
0001;10;00;M;000270000000000;1318;;100846;9;256667
0001;10;00;M;000030000000000;1318;;200644;11;69259
0001;10;00;M;000270000000000;1318;;101270;17;0
0001;10;00;M;000270000000000;1318;;100855;7;186667
0001;10;00;M;000270000000000;1318;;101127;1;34074
0002;10;00;M;000170000000000;1318;;201615;3;41111
0001;10;00;M;000270000000000;1318;;102492;1;46111
0001;10;00;M;000270000000000;1318;;101522;9;0
0001;10;00;M;000270000000000;1318;;103841;1;39630
0001;10;00;M;000270000000000;1318;;103784;2;60741
0001;10;00;M;000030000000000;1318;;102747;12;86667
0001;10;00;M;000270000000000;1318;;103773;1;9074
0001;10;00;M;000270000000000;1318;;103700;3;91111
0001;10;00;M;000270000000000;1318;;101520;7;0
0001;10;00;M;000270000000000;1318;;100850;2;42222
0001;10;00;M;000270000000000;1318;;102879;3;43889
0001;10;00;M;000270000000000;1318;;103750;2;25556
0001;10;00;M;000270000000000;1318;;104690;34;151111
0001;10;00;M;000270000000000;1318;;102903;1;38704
0001;10;00;M;000270000000000;1318;;103488;1;0
0001;10;00;M;000270000000000;1318;;104670;2;29259
0001;10;00;M;000030000000000;1318;;201146;14;88148
0001;10;00;M;000030000000000;1318;;102102;3;30000
0001;10;00;M;000030000000000;1318;;104554;3;13333
0001;10;00;M;000030000000000;1318;;201237;6;37778
0001;10;00;M;000270000000000;1318;;102902;3;102222
0001;10;00;M;000270000000000;1318;;100848;6;160000
0001;10;00;M;000270000000000;1318;;104293;7;290370
0001;10;00;M;000270000000000;1318;;101522;6;0
0001;10;00;M;000270000000000;1318;;100624;3;5000
0001;10;00;M;000270000000000;1318;;102238;3;6944
0001;10;00;M;000270000000000;1318;;102561;1;9074
0001;10;00;M;000270000000000;1318;;102554;2;18148
0001;10;00;M;000270000000000;1318;;100995;4;43704
0001;10;00;M;000030000000000;1318;;100606;13;81852
0001;10;00;M;000030000000000;1318;;102619;1;9074
0001;10;00;M;000270000000000;1318;;103034;1;16481
0001;10;00;M;000270000000000;1318;;103116;1;13704
0001;10;00;M;000030000000000;1318;;102886;3;18889
0001;10;00;M;000270000000000;1318;;101181;1;29444
0001;10;00;M;000270000000000;1318;;108353;1;22037
0001;10;00;M;000030000000000;1318;;102887;2;25556
0001;10;00;M;000270000000000;1318;;102678;1;34074
0001;10;00;M;000270000000000;1318;;108537;1;18333
0001;10;00;M;000270000000000;1318;;102286;3;4167
0001;10;00;M;000270000000000;1318;;102673;7;238519
0001;10;00;M;000030000000000;1318;;103904;2;8889
0001;10;00;M;000030000000000;1318;;100613;3;18889
0001;10;00;M;000270000000000;1318;;103036;1;11852
0001;10;00;M;000270000000000;1318;;102317;1;2593
0001;10;00;M;000270000000000;1318;;101954;3;57778
0002;10;00;M;000170000000000;1318;;100980;1;10000
0001;10;00;M;000270000000000;1318;;103340;3;93889
0001;10;00;M;000270000000000;1318;;103843;1;32222
0001;10;00;M;000030000000000;1318;;100607;11;69259
0001;10;00;M;000270000000000;1318;;101433;4;0
0001;10;00;M;000270000000000;1318;;103130;1;9074
0001;10;00;M;000270000000000;1318;;102680;1;34074
0001;10;00;M;000270000000000;1318;;100853;4;106667
0001;10;00;M;000270000000000;1318;;100852;2;49630
0001;10;00;M;000270000000000;1318;;100845;2;53333
0001;10;00;M;000270000000000;1318;;102209;1;3519
0002;10;00;M;000170000000000;1318;;201187;5;50000
0001;10;00;M;000270000000000;1318;;102314;1;9074
0001;10;00;M;000270000000000;1318;;103171;3;80000
0001;10;00;M;000270000000000;1318;;102953;2;58889
0001;10;00;M;000270000000000;1318;;104207;1;7222
0001;10;00;M;000270000000000;1318;;103132;2;16296
0001;10;00;M;000270000000000;1318;;101270;8;0
0001;10;00;M;000270000000000;1318;;100851;1;22037
0001;10;00;M;000270000000000;1318;;102501;2;86667
0001;10;00;M;000270000000000;1318;;104683;2;0
0001;10;00;M;000270000000000;1318;;103515;1;43333
0001;10;00;M;000030000000000;1318;;102751;1;8148
0001;10;00;M;000270000000000;1318;;102701;2;62593
0001;10;00;M;000270000000000;1318;;101552;2;0
0001;10;00;M;000270000000000;1318;;102284;1;3519
0001;10;00;M;000270000000000;1318;;102315;1;1389
0001;10;00;M;000270000000000;1318;;101114;2;25556
0001;10;00;M;000270000000000;1318;;102498;1;36852
0001;10;00;M;000270000000000;1318;;102042;2;70000
0001;10;00;M;000270000000000;1318;;102133;1;926
0001;10;00;M;000270000000000;1318;;103372;1;14630
0001;10;00;M;000270000000000;1318;;100862;1;25741
0001;10;00;M;000270000000000;1318;;102675;1;26667
0001;10;00;M;000270000000000;1318;;105421;1;22963
0001;10;00;M;000270000000000;1318;;101561;1;0
0001;10;00;M;000270000000000;1318;;102904;1;43333
0001;10;00;M;000270000000000;1318;;105188;1;32222
0001;10;00;M;000270000000000;1318;;104294;1;60926
0001;10;00;M;000270000000000;1318;;102172;1;4444
0001;10;00;M;000270000000000;1318;;100847;1;24815
