14443;2023-03-11 13:00:03.847000;7;1000;1;1;0.0000;1;6519.0000;None;70400.0000
14443;2023-03-11 20:30:50.760000;8;101992;1;1;31800.0000;1;6519.0000;None;70400.0000
14443;2023-03-11 20:30:50.760000;8;102340;1;1;33800.0000;1;6519.0000;None;70400.0000
14443;2023-03-11 20:30:50.760000;3;102747;1;1;4800.0000;1;6519.0000;None;70400.0000
14519;2023-03-11 12:33:44.147000;8;103867;1;1;28800.0000;1;None;None;28800.0000
14520;2023-03-11 13:14:59.363000;8;104655;1;1;38800.0000;1;15630.0000;None;168800.0000
14520;2023-03-11 13:14:59.363000;8;103867;1;1;28800.0000;1;15630.0000;None;168800.0000
14520;2023-03-11 13:14:59.363000;3;201237;1;1;6800.0000;1;15630.0000;None;168800.0000
14520;2023-03-11 13:14:59.363000;8;103867;1;1;28800.0000;1;15630.0000;None;168800.0000
14520;2023-03-11 13:14:59.363000;3;102637;1;1;9800.0000;1;15630.0000;None;168800.0000
14520;2023-03-11 13:14:59.363000;1;105023;1;1;55800.0000;1;15630.0000;None;168800.0000
14521;2023-03-11 13:16:02.170000;1;103058;1;1;32800.0000;1;4222.0000;None;45600.0000
14521;2023-03-11 13:16:02.170000;2;200480;1;1;12800.0000;1;4222.0000;None;45600.0000
14522;2023-03-11 13:17:43.923000;1;103714;1;1;59800.0000;1;11519.0000;None;124400.0000
14522;2023-03-11 13:17:43.923000;1;103714;1;1;59800.0000;1;11519.0000;None;124400.0000
14522;2023-03-11 13:17:43.923000;3;102747;1;1;4800.0000;1;11519.0000;None;124400.0000
14523;2023-03-11 13:18:21.007000;8;101996;1;1;15800.0000;1;None;None;15800.0000
14524;2023-03-11 13:21:13.637000;8;104655;1;1;38800.0000;1;None;None;38800.0000
14525;2023-03-11 13:28:41.127000;8;100953;1;1;44800.0000;1;4593.0000;None;49600.0000
14525;2023-03-11 13:28:41.127000;3;102747;1;1;4800.0000;1;4593.0000;None;49600.0000
14526;2023-03-11 13:34:55.333000;8;103539;1;1;32800.0000;1;3481.0000;None;37600.0000
14526;2023-03-11 13:34:55.333000;3;102747;1;1;4800.0000;1;3481.0000;None;37600.0000
14527;2023-03-11 13:41:31.380000;8;103615;1;1;37800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;8;103867;1;1;28800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;8;101026;1;1;35800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;8;101026;1;1;35800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;1;103058;1;1;32800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;1;103073;1;1;32800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;3;102747;1;1;4800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;3;200644;1;1;6800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;3;201304;1;1;6800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;3;201146;1;1;6800.0000;1;22759.0000;None;245800.0000
14527;2023-03-11 13:41:31.380000;1;101929;1;1;16800.0000;1;22759.0000;None;245800.0000
14528;2023-03-11 13:42:40.790000;1;102457;1;1;18800.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;7;1001;1;1;0.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;7;1001;1;1;0.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;1;103057;1;1;58800.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;1;103058;1;1;32800.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;3;104446;1;1;5800.0000;1;11296.0000;None;122000.0000
14528;2023-03-11 13:42:40.790000;3;104446;1;1;5800.0000;1;11296.0000;None;122000.0000
14529;2023-03-11 13:45:11.523000;8;107926;1;1;41800.0000;1;None;None;41800.0000
14529;2023-03-11 13:45:11.523000;8;107228;1;1;0.0000;1;None;None;41800.0000
14529;2023-03-11 13:45:11.523000;7;1213;1;1;0.0000;1;None;None;41800.0000
14530;2023-03-11 13:46:10.517000;8;101026;1;1;35800.0000;1;None;None;47400.0000
14530;2023-03-11 13:46:10.517000;3;102747;1;1;4800.0000;1;None;None;47400.0000
14530;2023-03-11 13:46:10.517000;3;201304;1;1;6800.0000;1;None;None;47400.0000
14531;2023-03-11 13:48:33.347000;8;101996;1;1;15800.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;7;1001;1;1;0.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;7;1001;1;1;0.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;8;101953;1;1;43800.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;8;103023;1;1;47800.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;2;201615;1;1;14800.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;2;201615;1;1;14800.0000;1;13315.0000;None;143800.0000
14531;2023-03-11 13:48:33.347000;3;201146;1;1;6800.0000;1;13315.0000;None;143800.0000
14532;2023-03-11 13:51:11.983000;3;201269;1;1;6800.0000;1;None;None;6800.0000
14533;2023-03-11 13:52:07.060000;3;201221;1;1;6800.0000;1;9630.0000;None;104000.0000
14533;2023-03-11 13:52:07.060000;3;102635;1;1;8800.0000;1;9630.0000;None;104000.0000
14533;2023-03-11 13:52:07.060000;8;101996;1;1;15800.0000;1;9630.0000;None;104000.0000
14533;2023-03-11 13:52:07.060000;7;1001;1;1;0.0000;1;9630.0000;None;104000.0000
