0001;10;00;M;000270000000000;1890;;108324;2;46111
0001;10;00;M;000270000000000;1890;;103095;13;110556
0001;10;00;M;000270000000000;1890;;101643;56;513333
0001;10;00;M;000270000000000;1890;;101644;69;415278
0001;10;00;M;000270000000000;1890;;102813;8;22222
0001;10;00;M;000270000000000;1890;;104194;75;688889
0017;10;00;M;000180000000000;1890;;109209;4;114286
0017;10;00;M;000180000000000;1890;;104756;1;44370
0001;10;00;M;000270000000000;1890;;105428;82;493889
0001;10;00;M;000270000000000;1890;;109279;1;9074
0001;10;00;M;000270000000000;1890;;103100;10;82407
0001;10;00;M;000270000000000;1890;;103084;4;22500
0001;10;00;M;000270000000000;1890;;106387;29;85926
0001;10;00;M;000270000000000;1890;;107316;44;12222
0001;10;00;M;000270000000000;1890;;106043;2;13889
0001;10;00;M;000030000000000;1890;;100596;4;21481
0001;10;00;M;000270000000000;1890;;107031;42;5833
0001;10;00;M;000270000000000;1890;;105535;11;10185
0001;10;00;M;000270000000000;1890;;104275;2;16296
0001;10;00;M;000030000000000;1890;;201146;9;40000
0001;10;00;M;000270000000000;1890;;102910;4;20370
0001;10;00;M;000270000000000;1890;;102906;2;10185
0001;10;00;M;000270000000000;1890;;109280;4;36852
0001;10;00;M;000270000000000;1890;;103092;3;24907
0001;10;00;M;000270000000000;1890;;108244;1;8148
0001;10;00;M;000270000000000;1890;;104958;8;65185
0001;10;00;M;000270000000000;1890;;107283;5;833
0001;10;00;M;000270000000000;1890;;101116;2;18148
0001;10;00;M;000030000000000;1890;;100614;3;16111
0001;10;00;M;000270000000000;1890;;103088;4;22778
0001;10;00;M;000270000000000;1890;;106044;3;16667
0001;10;00;M;000030000000000;1890;;200644;1;4444
0001;10;00;M;000030000000000;1890;;200009;1;9074
0001;10;00;M;000270000000000;1890;;107040;4;47778
0001;10;00;M;000270000000000;1890;;104551;2;16759
0001;10;00;M;000270000000000;1890;;102534;2;77407
0001;10;00;M;000270000000000;1890;;109518;1;33981
0005;10;00;;;1890;;;;339511
