17710;2023-03-06 09:57:46.367000;3;100605;1;1;5800.0000;1;None;None;5800.0000
17710;2023-03-06 09:57:46.380000;None;2;None;1;5800.0000;4;None;None;5800.0000
17710;2023-03-06 09:57:46.380000;None;None;None;1;0.0000;22;None;None;5800.0000
17711;2023-03-06 10:28:23.983000;3;100606;1;1;6800.0000;1;None;None;10800.0000
17711;2023-03-06 10:28:23.983000;1;100580;1;1;4000.0000;1;None;None;10800.0000
17711;2023-03-06 10:28:23.983000;None;2;None;1;50000.0000;4;None;None;10800.0000
17711;2023-03-06 10:28:23.983000;None;None;None;1;0.0000;22;None;None;10800.0000
17711;2023-03-06 10:28:23.983000;None;2;None;1;-39200.0000;4;None;None;10800.0000
17712;2023-03-06 10:30:46.940000;1;101644;1;1;6500.0000;1;None;None;6500.0000
17712;2023-03-06 10:30:46.940000;None;2;None;1;20000.0000;4;None;None;6500.0000
17712;2023-03-06 10:30:46.940000;None;None;None;1;0.0000;22;None;None;6500.0000
17712;2023-03-06 10:30:46.940000;None;2;None;1;-13500.0000;4;None;None;6500.0000
17713;2023-03-06 10:34:06.330000;1;100586;1;1;16000.0000;1;None;None;36000.0000
17713;2023-03-06 10:34:06.330000;1;100586;1;1;16000.0000;1;None;None;36000.0000
17713;2023-03-06 10:34:06.330000;1;100580;1;1;4000.0000;1;None;None;36000.0000
17713;2023-03-06 10:34:06.330000;None;52;None;1;36000.0000;4;None;None;36000.0000
17713;2023-03-06 10:34:06.330000;None;None;None;1;0.0000;22;None;None;36000.0000
17713;2023-03-06 10:34:06.330000;1;None;1;1;16000.0000;15;None;None;36000.0000
17714;2023-03-06 10:54:50.377000;1;100580;1;1;4000.0000;1;None;None;14500.0000
17714;2023-03-06 10:54:50.377000;1;101644;1;1;6500.0000;1;None;None;14500.0000
17714;2023-03-06 10:54:50.377000;1;100580;1;1;4000.0000;1;None;None;14500.0000
17714;2023-03-06 10:54:50.377000;None;2;None;1;20000.0000;4;None;None;14500.0000
17714;2023-03-06 10:54:50.377000;None;None;None;1;0.0000;22;None;None;14500.0000
17714;2023-03-06 10:54:50.377000;None;2;None;1;-5500.0000;4;None;None;14500.0000
17715;2023-03-06 11:00:37.013000;1;100580;1;1;4000.0000;1;None;None;4000.0000
17715;2023-03-06 11:00:37.013000;None;2;None;1;4000.0000;4;None;None;4000.0000
17715;2023-03-06 11:00:37.013000;None;None;None;1;0.0000;22;None;None;4000.0000
17716;2023-03-06 11:05:47.360000;1;100580;1;1;4000.0000;1;None;None;13800.0000
17716;2023-03-06 11:05:47.360000;1;100580;1;1;4000.0000;1;None;None;13800.0000
17716;2023-03-06 11:05:47.360000;3;100605;1;1;5800.0000;1;None;None;13800.0000
17716;2023-03-06 11:05:47.360000;None;52;None;1;13800.0000;4;None;None;13800.0000
17716;2023-03-06 11:05:47.360000;None;None;None;1;0.0000;22;None;None;13800.0000
17717;2023-03-06 11:10:15.680000;1;100580;1;4;16000.0000;1;None;None;16000.0000
17717;2023-03-06 11:10:15.680000;None;2;None;1;20000.0000;4;None;None;16000.0000
17717;2023-03-06 11:10:15.680000;None;None;None;1;0.0000;22;None;None;16000.0000
17717;2023-03-06 11:10:15.680000;None;2;None;1;-4000.0000;4;None;None;16000.0000
17718;2023-03-06 11:14:51.377000;1;105428;1;1;6500.0000;1;None;None;6500.0000
17718;2023-03-06 11:14:51.377000;None;2;None;1;10000.0000;4;None;None;6500.0000
17718;2023-03-06 11:14:51.377000;None;None;None;1;0.0000;22;None;None;6500.0000
17718;2023-03-06 11:14:51.377000;None;2;None;1;-3500.0000;4;None;None;6500.0000
17719;2023-03-06 11:19:51.983000;1;105158;1;1;3500.0000;1;None;None;3500.0000
17719;2023-03-06 11:19:51.983000;None;2;None;1;3500.0000;4;None;None;3500.0000
17719;2023-03-06 11:19:51.983000;None;None;None;1;0.0000;22;None;None;3500.0000
17720;2023-03-06 11:23:49.897000;1;102966;1;1;5000.0000;1;None;None;21300.0000
